Município;AIDS - Ações Estratégicas;Acomp. Pac. Saúde Mental - Ações Estratégic. - SIA;Acomp. de paciente - Ações Estratégicas - SIA;Acomp. pós transplante - Ações Estratégicas;Acompanh. a def. auditivo - Ações Estratégicas;Aids - Ações Estratégicas - AIH;Angioplastia endovascular - SIH;Anvisa - Taxa de fiscalização;Apoio à população indígena;Assistência domiciliar - Ações Estratégicas SIA;Assistência pré-natal - AIH;CAPS I - Incent. Cust. Centros At. Psicossocial;Campanha de vacinação do idoso;Central de Regulação - Ações Estratégicas;Central de Regulação - Ações Estratétgicas - SIA;Câncer de colo uterino - Ações Estratégicas;Deformidade crânio-facial - Ações Estrategicas;Epidemiologia e controle de doenças;Epidemiologia e controle de doenças (adicional);Epilepsia - SIH;Farmácia básica;Financ aos Centros de Referência Saúde Trabalhador;Fisioterapia -  - Ações Estratégicas SIA;Gastroplastia - Ações Estratégicas;Geriatria - Ações Estratégicas - AIH;Gestão plena do sistema estadual (NOAS);Gestão plena sistema municipal - média complex;Inc. Apoio Lab. Monitoramento do AEDES AEGYPTI;Inc. Fortalecimento Gestão de Vigilância em Saúde;Inc. Hosp. Subsist. Vig. Ep. en Âmbito Hospitalar;Incent. Prog. Nacional de HIV/AIDS e outras DST;Incentivo Adicional ao CEO;Incentivo CNRAC - Ações Estratégicas - SIA;Incentivo Estabelecimento de Parcerias com as OSC;Incentivo a ações básicas vigilância sanitária;Incentivo fortalec lab centr saúde pública - LACEN;Incentivo para Casa de Apoio HIV/AIDS;Incentivo à Farmácia Popular do Brasil;Incentivo à Saúde no Sistema Penitenciário;Incentivo à saúde bucal;Leucemia mielóide - SIA;MAC vigilância sanitária;Medicamentos dos Grupos AR 0,95;Medicamentos dos Grupos HD 1,15;Medicamentos excepcionais pacientes crônicos;Medicamentos para saúde mental;Multirão de Cirurgias Eletivas Média Complexidade;Neonatal - Ações Estratégicas- SIA;Neurocirurgia - SIH;Ortodontia - Ações Estratégicas;Osteogenesis Imperfecta - AIH;Patologia clínica - Ações Estratégicas SIA;Piso de atenção básica - fixo;Programa Farmácia Popular do Brasil;Programa agentes comunitários de saúde;Programa de Especialidade Odontológica;Programa de Saúde da Família;Pré-natal - Ações Estratégicas;Prótese Dentária - Ações Estratégicas - SIA;Psicodiagnóstico - Ações Estratégicas SIA;Queimados - Ações Estratégicas;Reabilitação - Ações Estratégicas;Registro Civil e Nascimento - AIH;Registro de Câncer de Base Populacional - RCBP;Serviços Atendimento Móvel de Urgências - SAMU;Terapia e psicoterapia - Ações Estratégicas SIA;Terapia renal substitutiva - SIA;Transplantes - Ações Estratégicas;Tuberculose - Ações Estratégicas;Total
352240 Itapeva;-;-;-;-;-;250;-;739,13;-;-;-;-;1068,05;-;-;12659,13;-;11143,35;-;-;11788,15;-;94,4;-;-;-;533778,41;-;-;-;-;-;-;-;1847,81;-;-;-;-;16150;-;886,95;6938,09;8398,74;-;-;-;59,5;-;-;-;-;96501,17;-;35700;-;48600;1110;-;-;456,99;-;65;-;-;-;167528,26;-;961,8;956724,93
352250 Itapevi;-;-;-;-;-;-;-;1637,93;-;-;-;-;1299,01;-;-;-;-;29718,83;16714,23;-;24641,24;-;-;-;-;-;-;-;-;-;-;-;-;-;4094,81;-;-;-;-;-;-;1965,51;15071,2;18244,08;-;-;-;-;-;-;-;-;212930,25;-;15400;-;37800;-;-;-;-;-;-;-;-;-;-;-;-;379517,09
352260 Itapira;-;-;-;-;-;90;-;563,6;-;-;1920;-;1191,32;-;-;575;-;8456,59;-;-;9001,99;-;49,56;-;-;-;380628,47;-;-;-;25000;-;-;-;1409;-;-;-;-;-;-;676,32;5293,16;6407,51;-;-;-;36,5;-;-;-;-;73268;-;28700;8800;54000;1610;-;-;-;-;15;-;-;3290,64;-;-;201,6;611184,26
352265 Itapirapuã Paulista;-;-;-;-;-;-;-;31,46;-;-;-;-;90,1;-;-;-;-;506,95;-;-;505,18;-;-;-;-;-;-;-;-;-;-;-;-;-;78,65;-;-;-;-;2550;-;31,46;296;358,32;-;-;-;-;-;-;-;-;4699,88;-;3150;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;28498
352270 Itápolis;-;-;-;-;-;-;-;339,11;-;-;-;-;749,71;-;-;-;-;7101,57;-;-;5389,59;-;-;-;-;-;-;-;-;-;-;-;-;-;847,77;-;-;-;-;-;-;339,11;3179,33;3848,67;-;-;-;-;-;-;-;-;44084,08;-;2100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67978,94
352280 Itaporanga;-;-;-;-;-;-;-;-;-;34,2;520;-;220,43;-;-;97;-;1894,71;-;-;1971,2;-;33,04;-;-;-;54655,43;-;-;-;-;-;-;-;298,29;-;-;-;-;-;-;-;1133,98;1372,72;-;-;-;-;-;-;-;-;15511,17;-;-;-;-;300;-;-;-;-;-;-;-;122,4;-;-;21;78185,57
352290 Itapuí;-;-;-;-;-;-;-;93,32;-;-;-;-;201;-;-;-;-;1392,85;-;-;1481,98;-;-;-;-;-;-;-;-;-;-;-;-;-;233,29;-;-;-;-;1700;-;93,32;874,63;1058,77;-;-;-;-;-;-;-;-;12131,17;-;5950;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;36010,33
352300 Itapura;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;504,5;-;-;531,3;-;-;-;-;-;-;-;-;-;-;-;-;-;81,06;-;-;-;-;1700;-;-;307,25;371,93;-;-;-;-;-;-;-;-;4487,17;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;22373,31
352310 Itaquaquecetuba;-;-;-;-;-;-;-;-;-;-;-;-;2070,97;-;-;-;-;50779,49;-;-;42103,6;-;-;-;-;-;-;-;-;-;-;-;-;-;7095,75;-;-;-;-;-;-;-;25993,98;31466,4;-;-;-;-;-;-;-;-;368979;20000;10500;-;17000;-;-;-;-;-;-;-;-;-;-;-;-;575989,19
352320 Itararé;-;-;-;-;-;-;-;412,56;-;-;1280;-;698,98;-;-;378;-;6244,68;-;-;6600,83;-;474,36;-;-;-;151619,68;-;-;-;-;-;-;-;1031,4;-;-;-;-;-;-;495,07;3877,03;4693,25;-;-;-;-;-;-;-;-;53632,58;-;22400;-;37800;1810;-;-;-;-;95;-;-;-;-;-;-;293543,42
352330 Itariri;-;-;-;-;-;-;-;-;-;-;-;-;195,81;-;-;-;-;1844,82;-;-;1956,76;-;-;-;-;-;-;-;-;-;-;-;-;-;309,77;-;-;-;-;-;-;-;1159,16;1403,19;-;-;-;-;-;-;-;-;16108,08;-;8750;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;47927,59
352340 Itatiba;-;-;-;-;-;10;-;778,73;-;128,25;2280;-;1315,63;-;-;787;-;11108,93;-;-;11992,75;-;488,52;-;-;-;362346,5;-;-;-;25000;-;-;-;1946,81;-;-;-;-;12400;-;934,47;7222,22;8742,68;-;-;-;58,5;-;-;-;-;101234,25;-;15750;8800;48600;1990;-;90,42;-;-;295;-;-;848,15;-;-;25,2;625174,01
352350 Itatinga;-;-;-;-;-;-;-;137,48;-;-;-;-;199,22;-;-;-;-;2116,21;-;-;2194,91;-;-;-;-;-;-;-;-;-;-;-;-;-;343,69;-;-;-;-;-;-;137,48;1290,89;1562,66;-;-;-;-;-;-;-;-;17871,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25854,29
352360 Itirapina;-;-;-;-;-;-;-;-;-;-;-;-;211,09;-;-;-;-;2463,35;-;-;1887,05;-;70,8;-;-;-;32276,18;-;-;-;-;-;-;-;305,04;-;-;-;-;-;-;-;1133,27;1371,85;-;-;-;-;-;-;-;-;15862,17;-;-;-;-;-;-;-;-;-;-;-;-;464,1;-;-;-;56044,9
352370 Itirapuã;-;-;-;-;-;-;-;47,03;-;-;-;-;90,1;-;-;-;-;722,75;-;-;759,83;-;-;-;-;-;-;-;-;-;-;-;-;-;117,56;-;-;-;-;-;-;47,03;443,41;536,76;-;-;-;-;-;-;-;-;6113,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8877,72
352380 Itobi;-;-;-;-;-;-;-;-;-;-;-;-;124,16;-;-;-;-;998,61;-;-;1055,45;-;-;-;-;-;-;-;-;-;-;-;-;-;164,46;-;-;-;-;-;-;-;618,77;749,03;-;-;-;-;-;-;-;-;8551,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12262,31
352390 Itu;-;36435,2;-;-;-;-;-;1274,51;-;196,65;-;-;1975,74;-;-;5240,68;-;18402,28;3722,57;-;19801,1;-;278,48;-;-;-;116146,62;-;-;-;-;-;-;-;3186,27;-;-;-;-;-;-;1529,41;11855,84;14351,81;-;-;-;-;-;-;-;-;165686,08;20000;2100;-;-;5570;-;-;-;-;-;-;-;4819,44;80951,13;-;147;513670,81
352400 Itupeva;-;12395,7;-;-;-;-;-;259,94;-;28,5;960;-;316,41;-;-;204;-;3633,23;-;-;3937,73;-;77,88;-;-;-;95871,74;-;-;-;-;-;-;-;649,85;-;-;-;-;-;-;311,93;2397,4;2902,12;-;-;-;-;-;-;-;-;33792,42;-;-;-;-;310;-;-;-;-;-;-;-;2810,1;-;-;12,6;160871,55
352410 Ituverava;-;-;-;-;-;-;-;319,28;-;-;560;-;625,1;-;-;246;-;6773,73;-;-;5125,18;-;-;-;-;-;212931,69;-;-;-;-;-;-;-;798,21;-;-;-;-;1700;-;319,28;3003,82;3636,2;-;-;-;34,5;-;-;-;-;41506,83;-;8750;8800;27000;290;-;-;-;-;5;-;-;-;103542,86;-;25,2;425992,88
352420 Jaborandi;-;-;-;-;-;-;-;53,99;-;-;-;-;105,02;-;-;25;-;1181,28;-;-;887,01;-;47,2;-;-;-;19739,19;-;-;-;-;-;-;-;134,98;-;-;-;-;-;-;53,99;512,13;619,95;-;-;-;2;-;-;-;-;7018,92;-;4200;-;10800;70;-;-;-;-;-;-;-;362,1;-;-;-;45812,76
352430 Jaboticabal;-;-;-;-;-;-;-;604,93;-;-;1040;-;1177,23;-;-;1193,33;-;12675,29;-;-;9619,09;-;427,16;-;-;-;187516,55;-;-;-;25000;-;-;-;1512,33;-;-;-;-;2550;-;725,92;5672,61;6866,84;-;-;-;-;-;-;-;-;78809,25;-;2800;-;8100;1130;-;21,92;-;-;-;-;-;2597,69;113039,1;-;130,2;463209,44
352440 Jacareí;-;28228,05;-;-;74160,43;720;-;1737,26;-;19,95;1320;-;2411,27;-;-;9786,83;-;25639;-;-;27464,11;-;110,92;-;-;-;622236,64;-;-;-;24715;-;-;-;4343,15;-;-;-;-;6800;-;1737,26;16257,67;19680,33;-;-;-;128,5;-;-;-;-;225843,58;-;16100;6600;27000;1690;-;-;-;-;165;-;-;5578,24;-;-;-;1150473,19
352450 Jaci;-;-;-;-;-;-;-;38,9;-;-;-;-;90,1;-;-;-;-;788,06;-;-;603,35;-;-;-;-;-;-;-;-;-;-;-;-;-;97,25;-;-;-;-;-;-;38,9;361,63;437,77;-;-;-;-;-;-;-;-;5395,43;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;22151,39
352460 Jacupiranga;-;-;-;-;-;-;-;-;-;-;-;-;251,73;-;-;-;-;2327,24;-;-;2453,69;-;-;-;-;-;-;-;-;-;-;-;-;-;389,08;-;-;-;-;-;-;-;1455,08;1761,42;-;-;-;-;-;-;-;-;20232,33;-;8050;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;47720,57
352470 Jaguariúna;-;-;-;-;-;20;-;283,24;-;48,45;1080;-;429,74;-;-;391;-;4051,1;-;-;4366,59;-;247,8;-;-;-;169263,17;-;-;-;-;-;-;-;708,1;-;-;-;-;-;-;339,89;2627,86;3181,09;-;-;-;-;-;-;-;-;36821,42;-;-;-;-;690;-;106,86;-;-;-;-;-;1757,88;-;-;151,2;226565,39
352480 Jales;-;-;-;-;-;-;-;410,05;-;-;-;-;834,12;-;-;-;-;8652,55;-;-;6554,76;-;-;-;-;-;-;-;-;-;25000;-;-;-;1025,13;-;-;-;-;6800;-;410,05;3852,17;4663,15;-;-;-;-;-;-;-;-;53306,5;-;21350;8800;43200;-;-;-;-;-;-;-;-;-;-;-;-;184858,48
352490 Jambeiro;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;552,01;-;-;578,88;-;-;-;-;-;-;-;-;-;-;-;-;-;92,4;-;-;-;-;1700;-;-;344,77;417,35;-;-;-;-;-;-;-;-;4804,58;-;3500;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;17480,09
352500 Jandira;-;-;-;-;-;-;-;-;-;-;-;-;673,76;-;-;-;-;16711,85;9428,54;-;13856,56;-;-;-;-;-;-;-;-;-;-;-;-;-;2292,6;-;-;-;-;-;-;-;8450,41;10229,44;-;-;-;-;-;-;-;-;119215,42;10000;11550;-;21600;-;-;-;-;-;-;-;-;-;-;-;-;224008,58
352510 Jardinópolis;-;-;-;-;-;30;-;327,64;-;-;-;-;492,93;-;-;269;-;5883,86;-;-;4505,05;-;18,88;-;-;-;49546,34;-;-;-;-;-;-;-;726,42;-;-;-;-;-;-;348,68;2701,01;3269,64;-;-;-;-;-;-;-;-;37773,67;-;9800;-;27000;550;-;-;-;-;-;-;-;1606,5;-;-;-;144849,62
352520 Jarinu;-;-;-;-;-;-;-;189,4;-;-;-;-;259,6;-;-;205;-;2398;-;-;2604,25;-;47,2;-;-;-;25502,2;-;-;-;-;-;-;-;435,46;-;-;-;-;-;-;209,02;1599,4;1936,12;-;-;-;-;-;-;-;-;22643,83;-;-;-;-;290;-;-;-;-;-;-;-;502,84;-;-;-;58822,32
352530 Jaú;-;-;-;-;-;-;-;1028,12;-;-;-;-;2115,63;-;-;-;-;21242,43;-;-;16176,19;-;-;-;-;-;-;-;-;-;25000;-;-;-;2570,29;-;-;-;-;-;-;1028,12;9605,53;11627,75;-;-;-;-;-;-;-;-;133655,17;-;25550;8800;43200;-;-;-;-;-;-;-;59000;-;-;-;-;360599,23
352540 Jeriquara;-;-;-;-;-;-;-;27,49;-;-;-;-;90,1;-;-;-;-;435,95;-;-;452,38;-;-;-;-;-;-;-;-;-;-;-;-;-;68,73;-;-;-;-;-;-;27,49;260,93;315,87;-;-;-;-;-;-;-;-;3573,92;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12402,86
352550 Joanópolis;-;-;-;-;-;-;-;98,35;-;-;-;-;203,67;-;-;63;-;1437,74;-;-;1525,43;-;-;-;-;-;28627,02;-;-;-;-;-;-;-;245,88;-;-;-;-;-;-;118,02;914,38;1106,88;-;-;-;-;-;-;-;-;12785,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47125,87
352560 João Ramalho;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;544,01;-;-;561,55;-;-;-;-;-;-;-;-;-;-;-;-;-;90,29;-;-;-;-;-;-;-;336,06;406,81;-;-;-;-;-;-;-;-;4695,17;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;21023,99
352570 José Bonifácio;-;-;-;-;-;-;-;265,74;-;-;-;-;506,88;-;-;-;-;5457,87;-;-;4162,81;-;-;-;-;-;-;-;-;-;-;-;-;-;664,35;-;-;-;-;-;-;265,74;2479,03;3000,93;-;-;-;-;-;-;-;-;34546,42;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;58849,77
352580 Júlio Mesquita;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;558,47;-;-;586,58;-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;342,95;415,15;-;-;-;-;-;-;-;-;4732;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;21116,25
352585 Jumirim;-;-;-;-;-;-;-;21,37;-;-;-;-;90,1;-;-;-;-;303,4;-;-;326,84;-;-;-;-;-;-;-;-;-;-;-;-;-;53,42;-;-;-;-;-;-;21,37;197,68;239,3;-;-;-;-;-;-;-;-;2777,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4031,15
352590 Jundiaí;-;60309,75;72319,37;-;111316,99;-;4222,47;2873,16;-;188,1;-;-;5537,38;-;-;14828,74;-;42990,99;-;-;45912,63;30000;830,72;-;-;-;3042523,63;-;-;-;22865,29;-;-;-;7182,9;-;-;-;-;10200;55752,5;3447,79;26988,47;32670,25;-;-;-;-;-;-;-;-;373510,58;-;65800;-;32400;1700;-;3422,26;-;-;605;-;84000;47471,73;-;898,89;3406,2;4206175,79
352600 Junqueirópolis;-;-;-;-;-;-;-;139,9;-;-;-;-;353,49;-;-;-;-;2231,76;-;-;2308,35;-;-;-;-;-;-;-;-;-;-;-;-;-;345,1;-;-;-;-;1700;-;139,9;1317,65;1595,05;-;-;-;-;-;-;-;-;17945,42;-;9800;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;54076,62
352610 Juquiá;-;-;-;-;-;-;-;-;-;-;-;-;317,45;-;-;-;-;2819,87;-;-;2971,79;-;-;-;-;-;-;-;-;-;-;-;-;-;473,92;-;-;-;-;3400;-;-;1768,9;2141,3;-;-;-;-;-;-;-;-;31126,85;-;7350;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;63170,08
352620 Juquitiba;-;-;-;-;-;-;-;-;-;-;-;-;331,84;-;-;-;-;4719,29;-;-;3912,98;-;-;-;-;-;-;-;-;-;-;-;-;-;635,94;-;-;-;-;-;-;-;2358,3;2854,78;-;-;-;-;-;-;-;-;33068,75;-;21000;-;43200;-;-;-;-;-;-;-;-;-;-;-;-;112081,88
352630 Lagoinha;-;-;-;-;-;-;-;-;-;-;-;-;103,54;-;-;-;-;667,86;-;-;695,2;-;-;-;-;-;-;-;-;-;-;-;-;-;107,48;-;-;-;-;1700;-;-;405,49;490,86;-;-;-;-;-;-;-;-;5588,92;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;24759,35
352640 Laranjal Paulista;-;-;-;-;-;-;-;200,21;-;-;680;-;437,75;-;-;107;-;2984,73;-;-;3171,99;-;387,04;-;-;-;83352,16;-;-;-;25000;-;-;-;500,52;-;-;-;-;-;-;240,25;1875,06;2269,81;-;-;-;15;-;-;-;-;26027,08;-;-;-;-;440;-;-;-;-;-;-;-;1666,73;-;-;37,8;149393,13
352650 Lavínia;-;-;-;-;-;-;-;-;-;-;-;-;94,34;-;-;-;-;928,92;192,41;-;692,59;-;-;-;-;-;-;-;-;-;-;-;-;-;102,9;-;-;-;-;-;-;-;393,78;476,68;-;-;-;-;-;-;-;-;5350,58;-;2800;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;16432,2
352660 Lavrinhas;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;827,83;-;-;882,61;-;-;-;-;-;-;-;-;-;-;-;-;-;142,58;-;-;-;-;-;-;-;529,78;641,32;-;-;-;-;-;-;-;-;7414,33;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;25528,55
352670 Leme;-;-;-;-;-;40;-;738,46;-;2,85;3280;-;1141,92;-;-;624;-;15291,2;-;-;11635,39;-;-;-;-;-;208825,26;-;-;-;-;-;-;-;1846,15;-;-;-;-;6800;-;886,15;6902,7;8355,9;-;-;-;-;-;-;-;-;95999,58;-;13650;8800;43200;1710;-;30,14;209,93;-;410;-;-;289,42;-;-;42;430711,05
352680 Lençóis Paulista;-;-;-;-;-;30;-;511,93;-;8,55;360;-;792,14;-;-;297;-;10483,9;-;-;8000,3;-;-;-;-;-;167810,91;-;-;-;-;-;-;-;1279,83;-;-;-;-;-;-;511,93;4771,77;5776,35;-;-;-;24;-;-;-;-;66551,33;-;10850;-;21600;260;-;30,14;-;-;135;-;-;3209,24;-;-;-;303294,32
352690 Limeira;-;-;-;-;75630,25;410;25735,5;2290,88;-;230,85;3160;-;3691;-;-;6313,47;-;47242,54;6848,77;-;35992,14;-;125,08;-;-;-;1478710,74;-;-;-;-;-;-;-;5727,21;-;-;-;-;8500;-;2749,06;21392,65;25896,37;-;-;-;-;-;-;-;-;297814,83;-;17500;-;48600;970;-;506,9;62308,02;55711,1;25;-;-;145,34;-;-;84;2234311,7
352700 Lindóia;-;-;-;-;-;-;-;-;-;-;-;-;113,63;-;-;-;-;730,79;-;-;784,44;-;-;-;-;-;-;-;-;-;-;-;-;-;128,35;-;-;-;-;1700;-;-;476,66;577,01;-;-;-;-;-;-;-;-;6674,42;-;1750;8800;5400;-;-;-;-;-;-;-;-;-;-;-;-;27135,3
352710 Lins;-;8607,2;-;-;-;20;-;587,95;-;-;-;-;1320,82;-;-;148;-;12371,15;-;-;9379,56;-;-;-;-;-;348562,32;-;-;-;-;-;-;-;1469,88;-;-;-;-;-;-;705,54;5519,58;6681,6;-;-;-;14;-;-;-;-;76433,5;-;20650;-;-;670;-;-;-;-;-;-;-;5982,49;99439,52;-;268,8;598831,91
352720 Lorena;-;-;-;-;-;10;-;690,45;-;-;2200;-;1166,69;-;-;4562,56;-;10379,14;-;-;11052,53;-;972,32;-;-;-;337721,76;-;-;-;-;-;-;-;1726,13;-;-;-;-;8500;-;828,54;6489,53;7855,75;-;-;-;101;-;-;-;-;89758,5;-;8400;8800;27000;1600;4840;665,82;-;-;200;-;-;1707,24;-;-;189;537416,96
352725 Lourdes;-;-;-;-;-;-;-;18,51;-;-;-;-;90,09;-;-;-;-;276,75;-;-;290,4;-;-;-;-;-;-;-;-;-;-;-;-;-;46,27;-;-;-;-;1700;-;18,51;172,74;209,11;-;-;-;-;-;-;-;-;3135,31;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13107,69
352730 Louveira;-;-;-;-;-;-;-;239,1;-;-;-;-;323,53;-;-;-;-;3324,36;-;-;3610,48;-;-;-;-;-;-;-;-;-;-;-;-;-;597,75;-;-;-;-;-;-;239,1;2202,81;2666,56;-;-;-;-;-;-;-;-;31083;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44286,69
352740 Lucélia;-;-;-;-;-;-;-;155,21;-;-;-;-;336,88;-;-;128;-;2418,94;686,85;-;2539,35;-;16,52;-;-;-;56855,53;-;-;-;-;-;-;-;388,02;-;-;-;-;-;-;155,21;1470,05;1779,53;-;-;-;29;-;-;-;-;20177,08;-;10850;-;5400;350;-;-;-;-;-;-;-;-;-;-;-;103736,17
352750 Lucianópolis;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;285,78;-;-;287,65;-;-;-;-;-;-;-;-;-;-;-;-;-;42,27;-;-;-;-;-;-;-;162,37;196,55;-;-;-;-;-;-;-;-;2679,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3744,68
352760 Luís Antônio;-;-;-;-;-;-;-;66,56;-;-;-;-;90,1;-;-;-;-;1002,56;-;-;1040,46;-;-;-;-;-;-;-;-;-;-;-;-;-;166,4;-;-;-;-;2200;-;66,56;620,43;751,05;-;-;-;-;-;-;-;-;8652,58;-;6650;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;37506,7
352770 Luiziânia;-;-;-;-;-;-;-;36,23;-;-;-;-;90,1;-;-;-;-;569,89;-;-;592,63;-;-;-;-;-;-;-;-;-;-;-;-;-;90,56;-;-;-;-;1700;-;36,23;343,11;415,34;-;-;-;-;-;-;-;-;4709,25;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;22883,34
352780 Lupércio;-;-;-;-;-;-;-;36,03;-;-;-;-;90,1;-;-;-;-;563,82;-;-;587,95;-;-;-;-;-;-;-;-;-;-;-;-;-;90,06;-;-;-;-;1700;-;36,03;340,89;412,66;-;-;-;-;-;-;-;-;5803,63;-;3150;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;18211,17
352790 Lutécia;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;414,44;-;-;409,2;-;-;-;-;-;-;-;-;-;-;-;-;-;63,71;-;-;-;-;-;-;-;239,8;290,28;-;-;-;-;-;-;-;-;3312,83;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;11970,36
352800 Macatuba;-;-;-;-;-;-;-;143,19;-;-;-;-;227,26;-;-;-;-;2123,31;-;-;2262,7;-;-;-;-;-;-;-;-;-;-;-;-;-;357,98;-;-;-;-;1700;-;143,19;1339,82;1621,88;-;-;-;-;-;-;-;-;19660,22;-;6650;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;52429,55
352810 Macaubal;-;-;-;-;-;-;-;61,57;-;-;-;-;154,27;-;-;-;-;1353,89;-;-;1015,71;-;-;-;-;-;-;-;-;-;-;-;-;-;153,92;-;-;-;-;-;-;61,57;584,88;708,02;-;-;-;-;-;-;-;-;8003,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12097,5
352820 Macedônia;-;-;-;-;-;-;-;30,84;-;-;-;-;90,1;-;-;-;-;681,86;-;-;508,89;-;-;-;-;-;-;-;-;-;-;-;-;-;75,81;-;-;-;-;-;-;30,84;289,83;350,85;-;-;-;-;-;-;-;-;3942,25;-;2450;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13851,27
352830 Magda;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;455,93;-;-;459,53;-;-;-;-;-;-;-;-;-;-;-;-;-;67,9;-;-;-;-;-;-;-;260,38;315,2;-;-;-;-;-;-;-;-;3530,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5179,62
352840 Mairinque;-;-;-;-;-;-;-;388,08;-;-;1280;-;479,29;-;-;4547,3;-;5497,25;-;-;5942,48;-;141,6;-;-;-;105321,71;-;-;-;-;-;-;-;970,21;-;-;-;-;-;-;465,7;3592,27;4348,53;-;-;-;-;-;-;-;-;50450,83;-;9450;-;32400;160;-;32,88;-;-;65;-;-;1407,28;-;-;88,2;227028,61
352850 Mairiporã;-;-;-;-;-;-;-;-;-;8,55;-;-;825,81;-;-;248;-;10999,06;-;-;9119,83;-;56,64;-;-;-;202576,15;-;-;-;-;-;-;-;1515,63;-;18500;-;-;3400;-;-;5578,16;6752,51;-;-;-;32,5;-;-;-;-;78812,5;-;12250;6600;27000;-;-;131,52;-;-;100;-;-;1406,69;-;-;-;385913,55
352860 Manduri;-;-;-;-;-;-;-;-;-;-;-;-;147,45;-;-;-;-;1114,54;-;-;1179,34;-;-;-;-;-;-;-;-;-;-;-;-;-;185,29;-;-;-;-;-;-;-;695,16;841,51;-;-;-;-;-;-;-;-;9635,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13798,46
352870 Marabá Paulista;-;-;-;-;-;-;-;31,89;-;-;-;-;90,1;-;-;-;-;543,15;-;-;517,28;-;-;-;-;-;-;-;-;-;-;-;-;-;79,73;-;-;-;-;4250;-;31,89;301,15;364,55;-;-;-;-;-;-;-;-;4521,83;-;3150;-;13500;-;-;-;-;-;-;-;-;-;-;-;-;27381,57
352880 Maracaí;-;-;-;-;-;-;-;111,17;-;-;-;-;188,99;-;-;-;-;1745,53;-;-;1810,74;-;-;-;-;-;-;-;-;-;-;-;-;-;277,92;-;-;-;-;-;-;111,17;1051,33;1272,67;-;-;-;-;-;-;-;-;14451,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21021,19
352885 Marapoama;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;309,55;-;-;324,78;-;-;-;-;-;-;-;-;-;-;-;-;-;51,88;-;-;-;-;-;-;-;193,56;234,31;-;-;-;-;-;-;-;-;2697,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3901,67
352890 Mariápolis;-;-;-;-;-;-;-;30,84;-;-;-;-;90,1;-;-;-;-;498,89;-;-;508,89;-;-;-;-;-;-;-;-;-;-;-;-;-;73,79;-;-;-;-;-;-;30,84;284,84;344,81;-;-;-;-;-;-;-;-;3837,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5700,17
